,key_name,description,files,category
6322,hv226,Type of cooking fuel,['IAHR7EFL.DTA'],Feature
6325,hv230a,Place where household members wash their hands,['IAHR7EFL.DTA'],Primary Key
6326,hv230b,Presence of water at hand washing place,['IAHR7EFL.DTA'],Feature
6335,hv235,Location of source for water,['IAHR7EFL.DTA'],Feature
6336,hv236,Person fetching water,['IAHR7EFL.DTA'],Feature
6337,hv237,Anything done to water to make safe to drink,['IAHR7EFL.DTA'],Feature
6338,hv237a,Water usually treated by: boil,['IAHR7EFL.DTA'],Feature
6339,hv237b,Water usually treated by: add bleach/chlorine,['IAHR7EFL.DTA'],Feature
6340,hv237c,Water usually treated by: strain through a cloth,['IAHR7EFL.DTA'],Feature
6341,hv237d,Water usually treated by: use water filter,['IAHR7EFL.DTA'],Feature
6342,hv237e,Water usually treated by: solar disinfection,['IAHR7EFL.DTA'],Feature
6343,hv237f,Water usually treated by: let it stand and settle,['IAHR7EFL.DTA'],Feature
6344,hv237g,Water usually treated by: use alum,['IAHR7EFL.DTA'],Feature
6345,hv237h,Water usually treated by: electronic purifier,['IAHR7EFL.DTA'],Feature
6346,hv237i,NA - Water usually treated by: CS,['IAHR7EFL.DTA'],Feature
6347,hv237j,NA - Water usually treated by: CS,['IAHR7EFL.DTA'],Feature
6348,hv237k,NA - Water usually treated by: CS,['IAHR7EFL.DTA'],Feature
6349,hv237x,Water usually treated by: other,['IAHR7EFL.DTA'],Feature
6350,hv237z,Water usually treated by: don't know,['IAHR7EFL.DTA'],Feature
6351,hv238,Number of households sharing toilet,['IAHR7EFL.DTA'],Feature
6352,hv238a,Location of toilet facility,['IAHR7EFL.DTA'],Feature
6353,hv239,NA - Food cooked on stove or open fire,['IAHR7EFL.DTA'],Feature
6354,hv240,"NA - Household has a chimney, hood or neither",['IAHR7EFL.DTA'],Primary Key
6355,hv241,Food cooked in the house/ separate building/ outdoors,['IAHR7EFL.DTA'],Feature
6356,hv242,Household has separate room used as kitchen,['IAHR7EFL.DTA'],Primary Key
6377,hv252,Frequency household members smoke inside the house,['IAHR7EFL.DTA'],Primary Key
6438,hw10,Weight/Height percentile,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6439,hw10_1,Weight/Height percentile,['IAIR7EFL.DTA'],Target Feature
6440,hw10_2,Weight/Height percentile,['IAIR7EFL.DTA'],Target Feature
6441,hw10_3,Weight/Height percentile,['IAIR7EFL.DTA'],Target Feature
6442,hw10_4,Weight/Height percentile,['IAIR7EFL.DTA'],Target Feature
6443,hw10_5,Weight/Height percentile,['IAIR7EFL.DTA'],Target Feature
6444,hw10_6,Weight/Height percentile,['IAIR7EFL.DTA'],Target Feature
6445,hw11,Weight/Height standard deviation,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6446,hw11_1,Weight/Height standard deviation,['IAIR7EFL.DTA'],Target Feature
6447,hw11_2,Weight/Height standard deviation,['IAIR7EFL.DTA'],Target Feature
6448,hw11_3,Weight/Height standard deviation,['IAIR7EFL.DTA'],Target Feature
6449,hw11_4,Weight/Height standard deviation,['IAIR7EFL.DTA'],Target Feature
6450,hw11_5,Weight/Height standard deviation,['IAIR7EFL.DTA'],Target Feature
6451,hw11_6,Weight/Height standard deviation,['IAIR7EFL.DTA'],Target Feature
6452,hw12,Weight/Height percent of ref. median,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6453,hw12_1,Weight/Height percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6454,hw12_2,Weight/Height percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6455,hw12_3,Weight/Height percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6456,hw12_4,Weight/Height percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6457,hw12_5,Weight/Height percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6458,hw12_6,Weight/Height percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6459,hw13,Result of measurement - height/weight,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6460,hw13_1,Result of measurement - height/weight,['IAIR7EFL.DTA'],Target Feature
6461,hw13_2,Result of measurement - height/weight,['IAIR7EFL.DTA'],Target Feature
6462,hw13_3,Result of measurement - height/weight,['IAIR7EFL.DTA'],Target Feature
6463,hw13_4,Result of measurement - height/weight,['IAIR7EFL.DTA'],Target Feature
6464,hw13_5,Result of measurement - height/weight,['IAIR7EFL.DTA'],Target Feature
6465,hw13_6,Result of measurement - height/weight,['IAIR7EFL.DTA'],Target Feature
6466,hw15,Height: lying or standing,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6467,hw15_1,Height: lying or standing,['IAIR7EFL.DTA'],Target Feature
6468,hw15_2,Height: lying or standing,['IAIR7EFL.DTA'],Target Feature
6469,hw15_3,Height: lying or standing,['IAIR7EFL.DTA'],Target Feature
6470,hw15_4,Height: lying or standing,['IAIR7EFL.DTA'],Target Feature
6471,hw15_5,Height: lying or standing,['IAIR7EFL.DTA'],Target Feature
6472,hw15_6,Height: lying or standing,['IAIR7EFL.DTA'],Target Feature
6473,hw16,Day of birth of child,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6474,hw16_1,Day of birth of child,['IAIR7EFL.DTA'],Feature
6475,hw16_2,Day of birth of child,['IAIR7EFL.DTA'],Feature
6476,hw16_3,Day of birth of child,['IAIR7EFL.DTA'],Feature
6477,hw16_4,Day of birth of child,['IAIR7EFL.DTA'],Feature
6478,hw16_5,Day of birth of child,['IAIR7EFL.DTA'],Feature
6479,hw16_6,Day of birth of child,['IAIR7EFL.DTA'],Feature
6507,hw2,Child's weight in kilograms (1 decimal),"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6508,hw2_1,Child's weight in kilograms (1 decimal),['IAIR7EFL.DTA'],Target Feature
6509,hw2_2,Child's weight in kilograms (1 decimal),['IAIR7EFL.DTA'],Target Feature
6510,hw2_3,Child's weight in kilograms (1 decimal),['IAIR7EFL.DTA'],Target Feature
6511,hw2_4,Child's weight in kilograms (1 decimal),['IAIR7EFL.DTA'],Target Feature
6512,hw2_5,Child's weight in kilograms (1 decimal),['IAIR7EFL.DTA'],Target Feature
6513,hw2_6,Child's weight in kilograms (1 decimal),['IAIR7EFL.DTA'],Target Feature
6514,hw3,Child's height in centimeters (1 decimal),"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6515,hw3_1,Child's height in centimeters (1 decimal),['IAIR7EFL.DTA'],Target Feature
6516,hw3_2,Child's height in centimeters (1 decimal),['IAIR7EFL.DTA'],Target Feature
6517,hw3_3,Child's height in centimeters (1 decimal),['IAIR7EFL.DTA'],Target Feature
6518,hw3_4,Child's height in centimeters (1 decimal),['IAIR7EFL.DTA'],Target Feature
6519,hw3_5,Child's height in centimeters (1 decimal),['IAIR7EFL.DTA'],Target Feature
6520,hw3_6,Child's height in centimeters (1 decimal),['IAIR7EFL.DTA'],Target Feature
6521,hw4,Height/Age percentile,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6522,hw4_1,Height/Age percentile,['IAIR7EFL.DTA'],Target Feature
6523,hw4_2,Height/Age percentile,['IAIR7EFL.DTA'],Target Feature
6524,hw4_3,Height/Age percentile,['IAIR7EFL.DTA'],Target Feature
6525,hw4_4,Height/Age percentile,['IAIR7EFL.DTA'],Target Feature
6526,hw4_5,Height/Age percentile,['IAIR7EFL.DTA'],Target Feature
6527,hw4_6,Height/Age percentile,['IAIR7EFL.DTA'],Target Feature
6528,hw5,Height/Age standard deviation,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6564,hw57,Anemia level,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6565,hw57_1,Anemia level,['IAIR7EFL.DTA'],Target Feature
6566,hw57_2,Anemia level,['IAIR7EFL.DTA'],Target Feature
6567,hw57_3,Anemia level,['IAIR7EFL.DTA'],Target Feature
6568,hw57_4,Anemia level,['IAIR7EFL.DTA'],Target Feature
6569,hw57_5,Anemia level,['IAIR7EFL.DTA'],Target Feature
6570,hw57_6,Anemia level,['IAIR7EFL.DTA'],Target Feature
6571,hw58,NA - Agrees to referral - anemia,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6572,hw58_1,NA - Agrees to referral - anemia,['IAIR7EFL.DTA'],Target Feature
6573,hw58_2,NA - Agrees to referral - anemia,['IAIR7EFL.DTA'],Target Feature
6574,hw58_3,NA - Agrees to referral - anemia,['IAIR7EFL.DTA'],Target Feature
6575,hw58_4,NA - Agrees to referral - anemia,['IAIR7EFL.DTA'],Target Feature
6576,hw58_5,NA - Agrees to referral - anemia,['IAIR7EFL.DTA'],Target Feature
6577,hw58_6,NA - Agrees to referral - anemia,['IAIR7EFL.DTA'],Target Feature
6578,hw5_1,Height/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6579,hw5_2,Height/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6580,hw5_3,Height/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6581,hw5_4,Height/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6582,hw5_5,Height/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6583,hw5_6,Height/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6584,hw6,Height/Age percent of ref. median,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6585,hw6_1,Height/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6586,hw6_2,Height/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6587,hw6_3,Height/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6588,hw6_4,Height/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6589,hw6_5,Height/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6590,hw6_6,Height/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6591,hw7,Weight/Age percentile,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6592,hw70,Height/Age standard deviation (new WHO),"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6593,hw70_1,Height/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6594,hw70_2,Height/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6595,hw70_3,Height/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6596,hw70_4,Height/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6597,hw70_5,Height/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6598,hw70_6,Height/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6599,hw71,Weight/Age standard deviation (new WHO),"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6600,hw71_1,Weight/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6601,hw71_2,Weight/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6602,hw71_3,Weight/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6603,hw71_4,Weight/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6604,hw71_5,Weight/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6605,hw71_6,Weight/Age standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6606,hw72,Weight/Height standard deviation (new WHO),"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6607,hw72_1,Weight/Height standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6608,hw72_2,Weight/Height standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6609,hw72_3,Weight/Height standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6610,hw72_4,Weight/Height standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6611,hw72_5,Weight/Height standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6612,hw72_6,Weight/Height standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6613,hw73,BMI standard deviation (new WHO),"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6614,hw73_1,BMI standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6615,hw73_2,BMI standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6616,hw73_3,BMI standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6617,hw73_4,BMI standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6618,hw73_5,BMI standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6619,hw73_6,BMI standard deviation (new WHO),['IAIR7EFL.DTA'],Target Feature
6620,hw7_1,Weight/Age percentile,['IAIR7EFL.DTA'],Target Feature
6621,hw7_2,Weight/Age percentile,['IAIR7EFL.DTA'],Target Feature
6622,hw7_3,Weight/Age percentile,['IAIR7EFL.DTA'],Target Feature
6623,hw7_4,Weight/Age percentile,['IAIR7EFL.DTA'],Target Feature
6624,hw7_5,Weight/Age percentile,['IAIR7EFL.DTA'],Target Feature
6625,hw7_6,Weight/Age percentile,['IAIR7EFL.DTA'],Target Feature
6626,hw8,Weight/Age standard deviation,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6627,hw8_1,Weight/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6628,hw8_2,Weight/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6629,hw8_3,Weight/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6630,hw8_4,Weight/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6631,hw8_5,Weight/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6632,hw8_6,Weight/Age standard deviation,['IAIR7EFL.DTA'],Target Feature
6633,hw9,Weight/Age percent of ref. median,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6634,hw9_1,Weight/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6635,hw9_2,Weight/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6636,hw9_3,Weight/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6637,hw9_4,Weight/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6638,hw9_5,Weight/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6639,hw9_6,Weight/Age percent of ref. median,['IAIR7EFL.DTA'],Target Feature
6640,hwidx,Index to Birth History,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6641,hwidx_1,Index to Birth History,['IAIR7EFL.DTA'],Feature
6642,hwidx_2,Index to Birth History,['IAIR7EFL.DTA'],Feature
6643,hwidx_3,Index to Birth History,['IAIR7EFL.DTA'],Feature
6644,hwidx_4,Index to Birth History,['IAIR7EFL.DTA'],Feature
6645,hwidx_5,Index to Birth History,['IAIR7EFL.DTA'],Feature
6646,hwidx_6,Index to Birth History,['IAIR7EFL.DTA'],Feature
6647,idx92,Index to Birth History,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6648,idx92_01,Index to Birth History,['IAIR7EFL.DTA'],Feature
6649,idx92_02,Index to Birth History,['IAIR7EFL.DTA'],Feature
6650,idx92_03,Index to Birth History,['IAIR7EFL.DTA'],Feature
6651,idx92_04,Index to Birth History,['IAIR7EFL.DTA'],Feature
6652,idx92_05,Index to Birth History,['IAIR7EFL.DTA'],Feature
6653,idx92_06,Index to Birth History,['IAIR7EFL.DTA'],Feature
6654,idx92_07,Index to Birth History,['IAIR7EFL.DTA'],Feature
6655,idx92_08,Index to Birth History,['IAIR7EFL.DTA'],Feature
6656,idx92_09,Index to Birth History,['IAIR7EFL.DTA'],Feature
6657,idx92_10,Index to Birth History,['IAIR7EFL.DTA'],Feature
6658,idx92_11,Index to Birth History,['IAIR7EFL.DTA'],Feature
6659,idx92_12,Index to Birth History,['IAIR7EFL.DTA'],Feature
6660,idx92_13,Index to Birth History,['IAIR7EFL.DTA'],Feature
6661,idx92_14,Index to Birth History,['IAIR7EFL.DTA'],Feature
6662,idx92_15,Index to Birth History,['IAIR7EFL.DTA'],Feature
6663,idx92_16,Index to Birth History,['IAIR7EFL.DTA'],Feature
6664,idx94,Index to Birth History,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6665,idx94_1,Index to Birth History,['IAIR7EFL.DTA'],Feature
6666,idx94_2,Index to Birth History,['IAIR7EFL.DTA'],Feature
6667,idx94_3,Index to Birth History,['IAIR7EFL.DTA'],Feature
6668,idx94_4,Index to Birth History,['IAIR7EFL.DTA'],Feature
6669,idx94_5,Index to Birth History,['IAIR7EFL.DTA'],Feature
6670,idx94_6,Index to Birth History,['IAIR7EFL.DTA'],Feature
6671,idx95,Index to Birth History,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6672,idx95_1,Index to Birth History,['IAIR7EFL.DTA'],Feature
6673,idx95_2,Index to Birth History,['IAIR7EFL.DTA'],Feature
6674,idx95_3,Index to Birth History,['IAIR7EFL.DTA'],Feature
6675,idx95_4,Index to Birth History,['IAIR7EFL.DTA'],Feature
6676,idx96,Index to Birth History,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6677,idx96_1,Index to Birth History,['IAIR7EFL.DTA'],Feature
6678,idx96_2,Index to Birth History,['IAIR7EFL.DTA'],Feature
6679,idx96_3,Index to Birth History,['IAIR7EFL.DTA'],Feature
6680,idx96_4,Index to Birth History,['IAIR7EFL.DTA'],Feature
6681,idx96_5,Index to Birth History,['IAIR7EFL.DTA'],Feature
6682,idx96_6,Index to Birth History,['IAIR7EFL.DTA'],Feature
6683,idx98,Index to Birth History,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6684,idx98_1,Index to Birth History,['IAIR7EFL.DTA'],Feature
6685,idx98_2,Index to Birth History,['IAIR7EFL.DTA'],Feature
6686,idx98_3,Index to Birth History,['IAIR7EFL.DTA'],Feature
6687,idx98_4,Index to Birth History,['IAIR7EFL.DTA'],Feature
6688,idx98_5,Index to Birth History,['IAIR7EFL.DTA'],Feature
6689,idx98_6,Index to Birth History,['IAIR7EFL.DTA'],Feature
6690,idxh4_01,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6691,idxh4_02,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6692,idxh4_03,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6693,idxh4_04,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6694,idxh4_05,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6695,idxh4_06,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6696,idxh4_07,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6697,idxh4_08,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6698,idxh4_09,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6699,idxh4_10,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6700,idxh4_11,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6701,idxh4_12,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6702,idxh4_13,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6703,idxh4_14,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6704,idxh4_15,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6705,idxh4_16,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6706,idxh4_17,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6707,idxh4_18,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6708,idxh4_19,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6709,idxh4_20,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6710,idxh4_21,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6711,idxh4_22,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6712,idxh4_23,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6713,idxh4_24,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6714,idxh4_25,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6715,idxh4_26,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6716,idxh4_27,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6717,idxh4_28,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6718,idxh4_29,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6719,idxh4_30,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6720,idxh4_31,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6721,idxh4_32,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6722,idxh4_33,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6723,idxh4_34,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6724,idxh4_35,Index to Household Schedule,['IAHR7EFL.DTA'],Primary Key
6725,idxml,Index to Birth History,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6726,idxml_1,Index to Birth History,"['IACR7EFL.DTA', 'IAIR7EFL.DTA']",Feature
6727,idxml_2,Index to Birth History,"['IACR7EFL.DTA', 'IAIR7EFL.DTA']",Feature
6728,idxml_3,Index to Birth History,"['IACR7EFL.DTA', 'IAIR7EFL.DTA']",Feature
6729,idxml_4,Index to Birth History,"['IACR7EFL.DTA', 'IAIR7EFL.DTA']",Feature
6730,idxml_5,Index to Birth History,"['IACR7EFL.DTA', 'IAIR7EFL.DTA']",Feature
6731,idxml_6,Index to Birth History,"['IACR7EFL.DTA', 'IAIR7EFL.DTA']",Feature
6772,m1,Number of tetanus injections before birth,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6822,m18,Size of child at birth,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6823,m18_1,Size of child at birth,['IAIR7EFL.DTA'],Feature
6824,m18_2,Size of child at birth,['IAIR7EFL.DTA'],Feature
6825,m18_3,Size of child at birth,['IAIR7EFL.DTA'],Feature
6826,m18_4,Size of child at birth,['IAIR7EFL.DTA'],Feature
6827,m18_5,Size of child at birth,['IAIR7EFL.DTA'],Feature
6828,m18_6,Size of child at birth,['IAIR7EFL.DTA'],Feature
6829,m19,Birth weight in kilograms (3 decimals),"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6830,m19_1,Birth weight in kilograms (3 decimals),['IAIR7EFL.DTA'],Target Feature
6831,m19_2,Birth weight in kilograms (3 decimals),['IAIR7EFL.DTA'],Target Feature
6832,m19_3,Birth weight in kilograms (3 decimals),['IAIR7EFL.DTA'],Target Feature
6833,m19_4,Birth weight in kilograms (3 decimals),['IAIR7EFL.DTA'],Target Feature
6834,m19_5,Birth weight in kilograms (3 decimals),['IAIR7EFL.DTA'],Target Feature
6835,m19_6,Birth weight in kilograms (3 decimals),['IAIR7EFL.DTA'],Target Feature
6836,m19a,Weight at birth/recall,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Target Feature
6837,m19a_1,Weight at birth/recall,['IAIR7EFL.DTA'],Target Feature
6838,m19a_2,Weight at birth/recall,['IAIR7EFL.DTA'],Target Feature
6839,m19a_3,Weight at birth/recall,['IAIR7EFL.DTA'],Target Feature
6840,m19a_4,Weight at birth/recall,['IAIR7EFL.DTA'],Target Feature
6841,m19a_5,Weight at birth/recall,['IAIR7EFL.DTA'],Target Feature
6842,m19a_6,Weight at birth/recall,['IAIR7EFL.DTA'],Target Feature
6843,m1_1,Number of tetanus injections before birth,['IAIR7EFL.DTA'],Feature
6844,m1_2,Number of tetanus injections before birth,['IAIR7EFL.DTA'],Feature
6845,m1_3,Number of tetanus injections before birth,['IAIR7EFL.DTA'],Feature
6846,m1_4,Number of tetanus injections before birth,['IAIR7EFL.DTA'],Feature
6847,m1_5,Number of tetanus injections before birth,['IAIR7EFL.DTA'],Feature
6848,m1_6,Number of tetanus injections before birth,['IAIR7EFL.DTA'],Feature
6919,m2c,NA - Prenatal: CS health professional,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6920,m2c_1,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6921,m2c_2,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6922,m2c_3,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6923,m2c_4,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6924,m2c_5,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6925,m2c_6,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6926,m2d,NA - Prenatal: CS health professional,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6927,m2d_1,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6928,m2d_2,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6929,m2d_3,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6930,m2d_4,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6931,m2d_5,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6932,m2d_6,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6933,m2e,NA - Prenatal: CS health professional,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6934,m2e_1,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6935,m2e_2,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6936,m2e_3,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6937,m2e_4,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6938,m2e_5,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6939,m2e_6,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6940,m2f,NA - Prenatal: CS health professional,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6941,m2f_1,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6942,m2f_2,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6943,m2f_3,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6944,m2f_4,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6945,m2f_5,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6946,m2f_6,NA - Prenatal: CS health professional,['IAIR7EFL.DTA'],Feature
6947,m2g,Prenatal: DAI/traditional birth attendant,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6948,m2g_1,Prenatal: DAI/traditional birth attendant,['IAIR7EFL.DTA'],Feature
6949,m2g_2,Prenatal: DAI/traditional birth attendant,['IAIR7EFL.DTA'],Feature
6950,m2g_3,Prenatal: DAI/traditional birth attendant,['IAIR7EFL.DTA'],Feature
6951,m2g_4,Prenatal: DAI/traditional birth attendant,['IAIR7EFL.DTA'],Feature
6952,m2g_5,Prenatal: DAI/traditional birth attendant,['IAIR7EFL.DTA'],Feature
6953,m2g_6,Prenatal: DAI/traditional birth attendant,['IAIR7EFL.DTA'],Feature
6954,m2h,Prenatal: community/village health worker,"['IABR7EFL.DTA', 'IAKR7EFL.DTA']",Feature
6955,m2h_1,Prenatal: community/village health worker,['IAIR7EFL.DTA'],Feature
6956,m2h_2,Prenatal: community/village health worker,['IAIR7EFL.DTA'],Feature
6957,m2h_3,Prenatal: community/village health worker,['IAIR7EFL.DTA'],Feature
6958,m2h_4,Prenatal: community/village health worker,['IAIR7EFL.DTA'],Feature
6959,m2h_5,Prenatal: community/village health worker,['IAIR7EFL.DTA'],Feature
